symbol,time_series,q_order,parameters_tts,error_parameters_tts,rsquared_tts,average_error_tts
^DJI,absolute log-return,-2,-187111146.0095479,1583830.3074022536,0.9186083369279865,0.03558725398030464
^DJI,absolute log-return,-2,2462166.635691074,19355.113204664693,0.9186083369279865,0.03558725398030464
^DJI,absolute log-return,-2,-9132.773045725735,78.55013996136525,0.9186083369279865,0.03558725398030464
^DJI,absolute log-return,-2,9.546624755255959,0.11632992882641743,0.9186083369279865,0.03558725398030464
^DJI,absolute log-return,-2,0.7502711468429583,4.454718087597568e-05,0.9186083369279865,0.03558725398030464
^DJI,absolute log-return,-1,-87842031.28507385,1211643.8022735687,0.9744503211757531,0.030885223148348868
^DJI,absolute log-return,-1,1382471.500626045,14806.8280087402,0.9744503211757531,0.030885223148348868
^DJI,absolute log-return,-1,-5506.92696728555,60.09153241170902,0.9744503211757531,0.030885223148348868
^DJI,absolute log-return,-1,7.53587212338571,0.08899339570830435,0.9744503211757531,0.030885223148348868
^DJI,absolute log-return,-1,0.7719110167084193,3.4078976368159114e-05,0.9744503211757531,0.030885223148348868
^DJI,absolute log-return,1,500649216.79079807,2453081.591482065,0.9898459141613151,0.042782094616306915
^DJI,absolute log-return,1,-6180760.58710708,29977.751834594572,0.9898459141613151,0.042782094616306915
^DJI,absolute log-return,1,23215.60671043445,121.66069903259297,0.9898459141613151,0.042782094616306915
^DJI,absolute log-return,1,-9.033203709910133,0.18017511447331291,0.9898459141613151,0.042782094616306915
^DJI,absolute log-return,1,0.8228467609271229,6.89959453664653e-05,0.9898459141613151,0.042782094616306915
^DJI,absolute log-return,2,986752828.793879,4803233.308381148,0.9817631964350824,0.058605421214014776
^DJI,absolute log-return,2,-12377108.738423878,58697.6546651736,0.9817631964350824,0.058605421214014776
^DJI,absolute log-return,2,46129.93909113664,238.21658600488382,0.9817631964350824,0.058605421214014776
^DJI,absolute log-return,2,-22.916089994649532,0.35279018610088086,0.9817631964350824,0.058605421214014776
^DJI,absolute log-return,2,0.8243600463714886,0.00013509686105761762,0.9817631964350824,0.058605421214014776
^DJI,log-return volatility,-2,-142690749.79441762,1292273.9435435263,0.9314517218306546,0.03913253758096576
^DJI,log-return volatility,-2,1774461.0396904708,17649.235168417687,0.9314517218306546,0.03913253758096576
^DJI,log-return volatility,-2,-6319.850479614207,80.41173937168004,0.9314517218306546,0.03913253758096576
^DJI,log-return volatility,-2,9.033682589062826,0.1366339183923342,0.9314517218306546,0.03913253758096576
^DJI,log-return volatility,-2,0.5807810766271485,6.674190193468357e-05,0.9314517218306546,0.03913253758096576
^DJI,log-return volatility,-1,-110418739.0886234,931098.1960467718,0.9821203977192352,0.034298334955908893
^DJI,log-return volatility,-1,1324416.5386997159,12716.476339264247,0.9821203977192352,0.034298334955908893
^DJI,log-return volatility,-1,-4297.197021554944,57.937580374522696,0.9821203977192352,0.034298334955908893
^DJI,log-return volatility,-1,8.01557755959365,0.0984463051116369,0.9821203977192352,0.034298334955908893
^DJI,log-return volatility,-1,0.6074056865963147,4.808830573625298e-05,0.9821203977192352,0.034298334955908893
^DJI,log-return volatility,1,360005450.39205176,2758580.988245849,0.9771456456728633,0.0556523998200012
^DJI,log-return volatility,1,-4763468.506140429,37675.327925574005,0.9771456456728633,0.0556523998200012
^DJI,log-return volatility,1,17255.991275622404,171.65268755186764,0.9771456456728633,0.0556523998200012
^DJI,log-return volatility,1,6.792794247724816,0.291668598217722,0.9771456456728633,0.0556523998200012
^DJI,log-return volatility,1,0.6812267412446317,0.00014247206849310405,0.9771456456728633,0.0556523998200012
^DJI,log-return volatility,2,677362999.1382914,5094435.950745094,0.9589007801186872,0.07480382401909544
^DJI,log-return volatility,2,-8766139.233385524,69577.27391654497,0.9589007801186872,0.07480382401909544
^DJI,log-return volatility,2,30301.11392762576,317.0012503647092,0.9589007801186872,0.07480382401909544
^DJI,log-return volatility,2,9.672295808057374,0.5386417867719189,0.9589007801186872,0.07480382401909544
^DJI,log-return volatility,2,0.703859935753639,0.00026311166168437353,0.9589007801186872,0.07480382401909544
^FCHI,absolute log-return,-2,-103208008.60292143,1015001.3442206571,0.8086406119144341,0.04477787503898309
^FCHI,absolute log-return,-2,1404050.9000567598,16624.193601223713,0.8086406119144341,0.04477787503898309
^FCHI,absolute log-return,-2,-5441.339100787613,92.12204666938145,0.8086406119144341,0.04477787503898309
^FCHI,absolute log-return,-2,7.179901724039374,0.19685611670470984,0.8086406119144341,0.04477787503898309
^FCHI,absolute log-return,-2,0.8115853005110079,0.00012875870742475439,0.8086406119144341,0.04477787503898309
^FCHI,absolute log-return,-1,-128702579.77907905,916121.9163914381,0.8940215327841097,0.042923828555773154
^FCHI,absolute log-return,-1,1822814.2434333907,15004.697468759661,0.8940215327841097,0.042923828555773154
^FCHI,absolute log-return,-1,-7386.6084528009405,83.14769868748871,0.8940215327841097,0.042923828555773154
^FCHI,absolute log-return,-1,9.622100543325475,0.17767878231468556,0.8940215327841097,0.042923828555773154
^FCHI,absolute log-return,-1,0.8218614473682229,0.00011621528825523084,0.8940215327841097,0.042923828555773154
^FCHI,absolute log-return,1,-228112912.36031058,952955.0058395934,0.9494542796130014,0.04317012216566276
^FCHI,absolute log-return,1,3552721.6445399593,15607.968009635133,0.9494542796130014,0.04317012216566276
^FCHI,absolute log-return,1,-16725.08382137328,86.49068892532512,0.9494542796130014,0.04317012216566276
^FCHI,absolute log-return,1,26.790014606773553,0.18482243684902358,0.9494542796130014,0.04317012216566276
^FCHI,absolute log-return,1,0.8498470728199692,0.00012088777565124143,0.9494542796130014,0.04317012216566276
^FCHI,absolute log-return,2,-215623027.75744382,1304195.2959542521,0.8821425440735484,0.051613319606846716
^FCHI,absolute log-return,2,3431737.2917588907,21360.755054365072,0.8821425440735484,0.051613319606846716
^FCHI,absolute log-return,2,-16801.770326175632,118.36943921698521,0.8821425440735484,0.051613319606846716
^FCHI,absolute log-return,2,28.696035459270444,0.25294431662377176,0.8821425440735484,0.051613319606846716
^FCHI,absolute log-return,2,0.8588002671721514,0.0001654446090073433,0.8821425440735484,0.051613319606846716
^FCHI,log-return volatility,-2,31818995.26576436,1443489.4922900528,0.8106210081119793,0.05373560791669763
^FCHI,log-return volatility,-2,-835661.2215338979,22187.53680106277,0.8106210081119793,0.05373560791669763
^FCHI,log-return volatility,-2,7689.2641406797375,113.8231627561825,0.8106210081119793,0.05373560791669763
^FCHI,log-return volatility,-2,-23.88392585130864,0.22010488877256817,0.8106210081119793,0.05373560791669763
^FCHI,log-return volatility,-2,0.6240601954826106,0.00012839774676774742,0.8106210081119793,0.05373560791669763
^FCHI,log-return volatility,-1,-40700795.36340079,1288776.0209199002,0.8873818235652194,0.05184802727495111
^FCHI,log-return volatility,-1,166699.89196565683,19809.47249371576,0.8873818235652194,0.05184802727495111
^FCHI,log-return volatility,-1,3510.7855400198514,101.62357507203444,0.8873818235652194,0.05184802727495111
^FCHI,log-return volatility,-1,-18.10949965643097,0.19651400599203542,0.8873818235652194,0.05184802727495111
^FCHI,log-return volatility,-1,0.6572879616930953,0.00011463605246747996,0.8873818235652194,0.05184802727495111
^FCHI,log-return volatility,1,-307866897.81437397,1365181.9526069565,0.9305312513740993,0.048085857776144936
^FCHI,log-return volatility,1,4410837.748878369,20983.890063210198,0.9305312513740993,0.048085857776144936
^FCHI,log-return volatility,1,-18332.78821479202,107.64839537339762,0.9305312513740993,0.048085857776144936
^FCHI,log-return volatility,1,22.67770257330821,0.20816446772755096,0.9305312513740993,0.048085857776144936
^FCHI,log-return volatility,1,0.7481884511170762,0.00012143232602590027,0.9305312513740993,0.048085857776144936
^FCHI,log-return volatility,2,-313791880.95645684,1419149.986593038,0.901776095127652,0.050327913129001735
^FCHI,log-return volatility,2,4629233.2541542845,21813.419995047476,0.901776095127652,0.050327913129001735
^FCHI,log-return volatility,2,-20593.8755494588,111.90392501101458,0.901776095127652,0.050327913129001735
^FCHI,log-return volatility,2,30.05962136642517,0.21639357378009005,0.901776095127652,0.050327913129001735
^FCHI,log-return volatility,2,0.7875236488138206,0.000126232758587626,0.901776095127652,0.050327913129001735
^IXIC,absolute log-return,-2,514301658.59870136,4343276.682685495,0.8349691089482545,0.040948862687393846
^IXIC,absolute log-return,-2,-5217837.2811494125,47906.45547995206,0.8349691089482545,0.040948862687393846
^IXIC,absolute log-return,-2,14708.147843225372,177.0961093203028,0.8349691089482545,0.040948862687393846
^IXIC,absolute log-return,-2,-4.341747460020705,0.24335002772120215,0.8349691089482545,0.040948862687393846
^IXIC,absolute log-return,-2,0.8464964714647413,8.950324501761821e-05,0.8349691089482545,0.040948862687393846
^IXIC,absolute log-return,-1,709415521.71303,3243490.2184848003,0.9449514050869351,0.03629024053835239
^IXIC,absolute log-return,-1,-7507740.432226329,35775.78199679105,0.9449514050869351,0.03629024053835239
^IXIC,absolute log-return,-1,23665.96668637434,132.2525688041024,0.9449514050869351,0.03629024053835239
^IXIC,absolute log-return,-1,-14.76114175527167,0.18172994544148852,0.9449514050869351,0.03629024053835239
^IXIC,absolute log-return,-1,0.8427235682435347,6.68396054284517e-05,0.9449514050869351,0.03629024053835239
^IXIC,absolute log-return,1,1223538284.1100686,4308897.209467198,0.9682347666010204,0.04124905769177279
^IXIC,absolute log-return,1,-14447282.324208044,47527.24899059293,0.9682347666010204,0.04124905769177279
^IXIC,absolute log-return,1,54694.414013186746,175.6942941949359,0.9682347666010204,0.04124905769177279
^IXIC,absolute log-return,1,-59.835660658321444,0.24142377563736303,0.9682347666010204,0.04124905769177279
^IXIC,absolute log-return,1,0.8375643783407974,8.879477658702051e-05,0.9682347666010204,0.04124905769177279
^IXIC,absolute log-return,2,1342792270.2335784,11681030.971161122,0.754548087099745,0.057426015232709106
^IXIC,absolute log-return,2,-17601725.3266787,128842.0773216471,0.754548087099745,0.057426015232709106
^IXIC,absolute log-return,2,77453.60928598934,476.2913553468379,0.754548087099745,0.057426015232709106
^IXIC,absolute log-return,2,-118.27207863628985,0.6544780400420362,0.754548087099745,0.057426015232709106
^IXIC,absolute log-return,2,0.8365461866722002,0.0002407146155892106,0.754548087099745,0.057426015232709106
^MERV,absolute log-return,-2,220016930.10798368,908990.7684263233,0.604546620478799,0.041601211023193425
^MERV,absolute log-return,-2,-3289071.9705813453,13660.138923163842,0.604546620478799,0.041601211023193425
^MERV,absolute log-return,-2,15784.92127496128,67.94781717943962,0.604546620478799,0.041601211023193425
^MERV,absolute log-return,-2,-25.91793721595308,0.12531439953087667,0.604546620478799,0.041601211023193425
^MERV,absolute log-return,-2,0.8703612570599627,6.871936629791486e-05,0.604546620478799,0.041601211023193425
^MERV,absolute log-return,-1,267958821.61442983,942097.2926684385,0.7320587433642756,0.04074389925374007
^MERV,absolute log-return,-1,-3994634.003953691,14157.657419631434,0.7320587433642756,0.04074389925374007
^MERV,absolute log-return,-1,19089.847772072797,70.42255744610303,0.7320587433642756,0.04074389925374007
^MERV,absolute log-return,-1,-32.03042286774369,0.12987849891456732,0.7320587433642756,0.04074389925374007
^MERV,absolute log-return,-1,0.8762706711395107,7.122220730056151e-05,0.7320587433642756,0.04074389925374007
^MERV,absolute log-return,1,178069358.4007618,873200.185428423,0.9158150863948049,0.03876389304747651
^MERV,absolute log-return,1,-2541736.6594646885,13122.284906517716,0.9158150863948049,0.03876389304747651
^MERV,absolute log-return,1,11595.353295781193,65.27244128481193,0.9158150863948049,0.03876389304747651
^MERV,absolute log-return,1,-21.54795788248423,0.12038027305453565,0.9158150863948049,0.03876389304747651
^MERV,absolute log-return,1,0.8850985188415861,6.601361144486324e-05,0.9158150863948049,0.03876389304747651
^MERV,absolute log-return,2,89128660.99484774,744309.1615045122,0.9336772407392278,0.03581606642617889
^MERV,absolute log-return,2,-1198013.0682835665,11185.335320332602,0.9336772407392278,0.03581606642617889
^MERV,absolute log-return,2,5113.634579938317,55.637729873149745,0.9336772407392278,0.03581606642617889
^MERV,absolute log-return,2,-11.037630490771473,0.1026112243150116,0.9336772407392278,0.03581606642617889
^MERV,absolute log-return,2,0.8685547914620257,5.6269497650534374e-05,0.9336772407392278,0.03581606642617889
^MERV,log-return volatility,-2,252756488.72183654,1350021.5953419658,0.5225456821542,0.03820501924013933
^MERV,log-return volatility,-2,-3457861.009634011,18143.316828705916,0.5225456821542,0.03820501924013933
^MERV,log-return volatility,-2,15165.01929990864,80.86553107023197,0.5225456821542,0.03820501924013933
^MERV,log-return volatility,-2,-22.964534350684616,0.1343752004953808,0.5225456821542,0.03820501924013933
^MERV,log-return volatility,-2,0.6783250504562326,6.664237906329527e-05,0.5225456821542,0.03820501924013933
^MERV,log-return volatility,-1,262824853.59812927,1276406.1305145004,0.6879050705329124,0.03852828389545958
^MERV,log-return volatility,-1,-3580211.1012032665,17153.978060744324,0.6879050705329124,0.03852828389545958
^MERV,log-return volatility,-1,15727.462971586734,76.45600630500253,0.6879050705329124,0.03852828389545958
^MERV,log-return volatility,-1,-25.12105596580084,0.127047841525804,0.6879050705329124,0.03852828389545958
^MERV,log-return volatility,-1,0.694373592693366,6.300842999990274e-05,0.6879050705329124,0.03852828389545958
^MERV,log-return volatility,1,131449324.57840012,979238.4852151402,0.9478500281926189,0.03427126676180667
^MERV,log-return volatility,1,-1710985.8291481014,13160.25917616524,0.9478500281926189,0.03427126676180667
^MERV,log-return volatility,1,7345.618465070744,58.65583219153877,0.9478500281926189,0.03427126676180667
^MERV,log-return volatility,1,-15.45190520153902,0.09746908363361872,0.9478500281926189,0.03427126676180667
^MERV,log-return volatility,1,0.7410983347990988,4.8339065501055276e-05,0.9478500281926189,0.03427126676180667
^MERV,log-return volatility,2,29540924.315175053,971787.326901817,0.9565391707275055,0.033807702706462155
^MERV,log-return volatility,2,-292014.38925631344,13060.120980979389,0.9565391707275055,0.033807702706462155
^MERV,log-return volatility,2,1023.8055547279237,58.20951201697696,0.9565391707275055,0.033807702706462155
^MERV,log-return volatility,2,-6.284658547882925,0.09672742816993557,0.9565391707275055,0.033807702706462155
^MERV,log-return volatility,2,0.751680743470238,4.7971247002084285e-05,0.9565391707275055,0.033807702706462155
